id	job_title	job_description	link	job_title_norm	location	job_date	date	rn
5022	Wasserman hiring IT Service Desk - 1st Line Support in ...	3 hours ago — Headquartered in Los Angeles, Wasserman's presence spans 28 countries and more than 70 cities, including New York, London, Abu Dhabi, Amsterdam, Hong Kong ...	https://uk.linkedin.com/jobs/view/it-service-desk-1st-line-support-at-wasserman-4299793809	Support	Amsterdam	20251009	2025-10-09 20:32:11.189+02	14
5021	Tax Expert - Onsite - 2+ Yrs Paid Tax Experience Required	8 hours ago — You will leverage your tax expertise to provide full service tax return preparation, tax advice, calculations, and software/product support. ... Get notified ...	https://www.linkedin.com/jobs/view/tax-expert-onsite-2%2B-yrs-paid-tax-experience-required-at-intuit-4311884494	Support	Amsterdam	20251009	2025-10-09 20:32:11.189+02	15
5025	Vertegenwoordiger Amsterdam eo M/V	7 hours ago — Al meer dan 30 jaar zijn wij actief op deze markt. We hebben ruime ervaring opgebouwd in het samenwerken met monteurs, schadeherstellers, inkopers, eigenaren en ...	https://nl.linkedin.com/jobs/view/vertegenwoordiger-amsterdam-e-o-m-v-at-innotec-automotive-benelux-4309799005	Support	Amsterdam	20251009	2025-10-09 20:32:11.189+02	16
5027	Customer Service Representative - Dutch and English	6 hours ago — Our vibrant offices in Amsterdam, Paris and Lisbon are designed to inspire and connect. ... Customer Support Agent (Lisbon - Portugal). Dashlane. Lisboa, Portugal ...	https://pt.linkedin.com/jobs/view/customer-service-representative-dutch-and-english-at-catawiki-4309982710	Support	Amsterdam	20251009	2025-10-09 20:32:11.189+02	17
5028	Next Ventures hiring Senior SailPoint Test Analyst ...	8 hours ago — Job Title: MULTIPLE Senior SailPoint Test Analysts. Location: Brussels OR Amsterdam ... Support User Acceptance Testing (UAT) and production readiness activities.	https://uk.linkedin.com/jobs/view/senior-sailpoint-test-analyst-at-next-ventures-4309944656	Support	Amsterdam	20251009	2025-10-09 20:32:11.189+02	18
5029	Caterpillar Inc. hiring IT Analyst Applications in Chennai ...	11 hours ago — Support Analyst - SQL. BNP Paribas. Greater Chennai Area 1 day ago. SQL ... Amsterdam Area 16 hours ago. Data Analyst. Data Analyst. Schwing Stetter India.	https://in.linkedin.com/jobs/view/it-analyst-applications-at-caterpillar-inc-4312552242	Support	Amsterdam	20251009	2025-10-09 20:32:11.189+02	19
5030	DFDS hiring Freight Operations Coordinator in Portsmouth ...	5 hours ago — Proactive financial, emotional, mental, and physical health care support including face to face counselling, fast 24/7 access to a GP, a second medical opinion ...	https://uk.linkedin.com/jobs/view/freight-operations-coordinator-at-dfds-4312702302	Support	Amsterdam	20251009	2025-10-09 20:32:11.189+02	20
3781	Vertegenwoordiger Amsterdam eo M/V	7 hours ago — Al meer dan 30 jaar zijn wij actief op deze markt. We hebben ruime ervaring opgebouwd in het samenwerken met monteurs, schadeherstellers, inkopers, eigenaren en ...	https://nl.linkedin.com/jobs/view/vertegenwoordiger-amsterdam-e-o-m-v-at-innotec-automotive-benelux-4309799005	Sales	Amsterdam	20251009	2025-10-09 20:31:56.642+02	21
3790	Senior Industrial Designer - Hyderabad, Telangana, India	7 hours ago — Speriti Solutions is an Information Technology Company with headquarters in Texas and offices in Toronto, Amsterdam, and Hyderabad. ... Sales Manager jobs ...	https://in.linkedin.com/jobs/view/senior-industrial-designer-at-speriti-solutions-4311884809?position=39&pageNum=0&refId=7Kft1vvwO1bLpIaF6EOMFw%3D%3D&trackingId=Nl0fxkqr%2Fn5keIwT15t67Q%3D%3D	Sales	Amsterdam	20251009	2025-10-09 20:31:56.642+02	22
3789	Nets søger en Partner Account Manager i København	9 hours ago — 5-8 years in partnership management, business development, or technical sales (Software Sales Experience) ... Senior Account Manager (Amsterdam, Benelux & Nordics).	https://dk.linkedin.com/jobs/view/partner-account-manager-at-nets-4311550500	Sales	Amsterdam	20251009	2025-10-09 20:31:56.642+02	23
3788	Wasserman hiring Client Executive, Golf in London ...	9 hours ago — Headquartered in Los Angeles, Wasserman's presence spans 28 countries and more than 70 cities, including New York, London, Abu Dhabi, Amsterdam ... Public Sector ...	https://uk.linkedin.com/jobs/view/client-executive-golf-at-wasserman-4311875446	Sales	Amsterdam	20251009	2025-10-09 20:31:56.642+02	24
3787	ISPT Leasing Executive - Melbourne, Victoria, Australia	11 hours ago — We're based on four continents, operating from offices in Melbourne, Sydney, London, Berlin, Zurich, Amsterdam ... Business Development and Sales. Industries.	https://au.linkedin.com/jobs/view/ispt-leasing-executive-at-ifm-investors-4309954243	Sales	Amsterdam	20251009	2025-10-09 20:31:56.642+02	25
3786	Executive Search Recruitment Associate - Hedge Fund ...	3 hours ago — Research and Sales. Industries. Staffing and Recruiting. Referrals increase your chances of interviewing at Fair Recruitment Limited by 2x. See who you know.	https://uk.linkedin.com/jobs/view/executive-search-recruitment-associate-hedge-fund-recruitment-at-fair-recruitment-limited-4309996506	Sales	Amsterdam	20251009	2025-10-09 20:31:56.642+02	26
3785	Associate Director, Client Services - Wasserman	9 hours ago — Headquartered in Los Angeles, Wasserman's presence spans 28 countries and more than 70 cities, including New York, London, Abu Dhabi, Amsterdam, Hong Kong, ...	https://uk.linkedin.com/jobs/view/associate-director-client-services-at-wasserman-4311870925	Sales	Amsterdam	20251009	2025-10-09 20:31:56.642+02	27
3784	Finance Specialist - Morgan McKinley	4 hours ago — Liaise with the Financial Systems team (Amsterdam) to test and deploy system changes. Provide backfill support for any backlog on the Finance Helpdesk ...	https://uk.linkedin.com/jobs/view/finance-specialist-at-morgan-mckinley-4312154049	Sales	Amsterdam	20251009	2025-10-09 20:31:56.642+02	28
3783	Tax Expert - Onsite - 2+ Yrs Paid Tax Experience Required	8 hours ago — This unique opportunity combines tax expertise, entrepreneurial spirit, and community engagement to help customers navigate their tax needs. As a TurboTax Live ...	https://www.linkedin.com/jobs/view/tax-expert-onsite-2%2B-yrs-paid-tax-experience-required-at-intuit-4311884494	Sales	Amsterdam	20251009	2025-10-09 20:31:56.642+02	29
3782	German-speaking Network Growth Manager, Management ...	8 hours ago — Would you like to be part of an international company where you can connect top-level decision-makers, grow your business acumen, and take your career to the ...	https://fi.linkedin.com/jobs/view/german-speaking-network-growth-manager-management-events-oy-helsinki-or-amsterdam-at-mamgo-talente-%F0%9F%94%97-jobs-4311880539	Sales	Amsterdam	20251009	2025-10-09 20:31:56.642+02	30
3771	Vertegenwoordiger Amsterdam eo M/V	7 hours ago — Al meer dan 30 jaar zijn wij actief op deze markt. We hebben ruime ervaring opgebouwd in het samenwerken met monteurs, schadeherstellers, inkopers, eigenaren en ...	https://nl.linkedin.com/jobs/view/vertegenwoordiger-amsterdam-e-o-m-v-at-innotec-automotive-benelux-4309799005	Sales	Amsterdam	20251009	2025-10-09 20:29:02.305+02	31
3772	German-speaking Network Growth Manager, Management ...	8 hours ago — Would you like to be part of an international company where you can connect top-level decision-makers, grow your business acumen, and take your career to the ...	https://fi.linkedin.com/jobs/view/german-speaking-network-growth-manager-management-events-oy-helsinki-or-amsterdam-at-mamgo-talente-%F0%9F%94%97-jobs-4311880539	Sales	Amsterdam	20251009	2025-10-09 20:29:02.305+02	32
3773	Tax Expert - Onsite - 2+ Yrs Paid Tax Experience Required	8 hours ago — This unique opportunity combines tax expertise, entrepreneurial spirit, and community engagement to help customers navigate their tax needs. As a TurboTax Live ...	https://www.linkedin.com/jobs/view/tax-expert-onsite-2%2B-yrs-paid-tax-experience-required-at-intuit-4311884494	Sales	Amsterdam	20251009	2025-10-09 20:29:02.305+02	33
3774	Finance Specialist - Morgan McKinley	4 hours ago — Liaise with the Financial Systems team (Amsterdam) to test and deploy system changes. Provide backfill support for any backlog on the Finance Helpdesk ...	https://uk.linkedin.com/jobs/view/finance-specialist-at-morgan-mckinley-4312154049	Sales	Amsterdam	20251009	2025-10-09 20:29:02.305+02	34
3775	Associate Director, Client Services - Wasserman	9 hours ago — Headquartered in Los Angeles, Wasserman's presence spans 28 countries and more than 70 cities, including New York, London, Abu Dhabi, Amsterdam, Hong Kong, ...	https://uk.linkedin.com/jobs/view/associate-director-client-services-at-wasserman-4311870925	Sales	Amsterdam	20251009	2025-10-09 20:29:02.305+02	35
3776	Executive Search Recruitment Associate - Hedge Fund ...	3 hours ago — Research and Sales. Industries. Staffing and Recruiting. Referrals increase your chances of interviewing at Fair Recruitment Limited by 2x. See who you know.	https://uk.linkedin.com/jobs/view/executive-search-recruitment-associate-hedge-fund-recruitment-at-fair-recruitment-limited-4309996506	Sales	Amsterdam	20251009	2025-10-09 20:29:02.305+02	36
3777	ISPT Leasing Executive - Melbourne, Victoria, Australia	11 hours ago — We're based on four continents, operating from offices in Melbourne, Sydney, London, Berlin, Zurich, Amsterdam ... Business Development and Sales. Industries.	https://au.linkedin.com/jobs/view/ispt-leasing-executive-at-ifm-investors-4309954243	Sales	Amsterdam	20251009	2025-10-09 20:29:02.305+02	37
3778	Wasserman hiring Client Executive, Golf in London ...	9 hours ago — Headquartered in Los Angeles, Wasserman's presence spans 28 countries and more than 70 cities, including New York, London, Abu Dhabi, Amsterdam ... Public Sector ...	https://uk.linkedin.com/jobs/view/client-executive-golf-at-wasserman-4311875446	Sales	Amsterdam	20251009	2025-10-09 20:29:02.305+02	38
3779	Nets søger en Partner Account Manager i København	9 hours ago — 5-8 years in partnership management, business development, or technical sales (Software Sales Experience) ... Senior Account Manager (Amsterdam, Benelux & Nordics).	https://dk.linkedin.com/jobs/view/partner-account-manager-at-nets-4311550500	Sales	Amsterdam	20251009	2025-10-09 20:29:02.305+02	39
3780	Senior Industrial Designer - Hyderabad, Telangana, India	7 hours ago — Speriti Solutions is an Information Technology Company with headquarters in Texas and offices in Toronto, Amsterdam, and Hyderabad. ... Sales Manager jobs ...	https://in.linkedin.com/jobs/view/senior-industrial-designer-at-speriti-solutions-4311884809?position=39&pageNum=0&refId=7Kft1vvwO1bLpIaF6EOMFw%3D%3D&trackingId=Nl0fxkqr%2Fn5keIwT15t67Q%3D%3D	Sales	Amsterdam	20251009	2025-10-09 20:29:02.305+02	40
22	Nets søger en Partner Account Manager i København	9 hours ago — Client Account Manager. UBS. København 1 uge siden. Senior Account Manager (Amsterdam, Benelux & Nordics). Senior Account Manager (Amsterdam, Benelux & Nordics).	https://dk.linkedin.com/jobs/view/partner-account-manager-at-nets-4311550500	Administrator	Amsterdam	20251009	2025-10-09 20:28:47.644+02	41
23	Wasserman hiring Client Executive, Golf in London ...	9 hours ago — Headquartered in Los Angeles, Wasserman's presence spans 28 countries and more than 70 cities, including New York, London, Abu Dhabi, Amsterdam ... Investment ...	https://uk.linkedin.com/jobs/view/client-executive-golf-at-wasserman-4311875446	Administrator	Amsterdam	20251009	2025-10-09 20:28:47.644+02	42
24	ISPT Leasing Executive - Melbourne, Victoria, Australia	11 hours ago — We're based on four continents, operating from offices in Melbourne, Sydney, London, Berlin, Zurich, Amsterdam ... Property Administrator jobs. 1,549 open jobs ...	https://au.linkedin.com/jobs/view/ispt-leasing-executive-at-ifm-investors-4309954243	Administrator	Amsterdam	20251009	2025-10-09 20:28:47.644+02	43
25	Caterpillar Inc. hiring IT Analyst Applications in Chennai ...	11 hours ago — Amsterdam Area 16 hours ago. Data Analyst. Data Analyst. Schwing Stetter India ... System Administrator jobs · Network Consulting Engineer jobs · Network ...	https://in.linkedin.com/jobs/view/it-analyst-applications-at-caterpillar-inc-4312552242	Administrator	Amsterdam	20251009	2025-10-09 20:28:47.644+02	44
26	MR MARVIS hiring Runner / Job Student - Knokke in ...	6 hours ago — About The Job We are looking for runners for our MR MARVIS Store in Knokke. Will you help us welcome customers and keep the shop + stock room tidy?	https://be.linkedin.com/jobs/view/runner-job-student-knokke-at-mr-marvis-4299261224?refId=xU9Bs2ebYRb4tMqYvwRyzA%3D%3D&trackingId=e1MMiG%2FY34M8f%2BloN6Ts%2FQ%3D%3D&position=9&pageNum=0	Administrator	Amsterdam	20251009	2025-10-09 20:28:47.644+02	45
21	Finance Specialist - Morgan McKinley	4 hours ago — Liaise with the Financial Systems team (Amsterdam) to test and deploy system changes. Provide backfill support for any backlog on the Finance Helpdesk ...	https://uk.linkedin.com/jobs/view/finance-specialist-at-morgan-mckinley-4312154049	Administrator	Amsterdam	20251009	2025-10-09 20:28:47.644+02	46
19	Wasserman hiring IT Service Desk - 1st Line Support in ...	2 hours ago — Headquartered in Los Angeles, Wasserman's presence spans 28 countries and more than 70 cities, including New York, London, Abu Dhabi, Amsterdam, Hong Kong ...	https://uk.linkedin.com/jobs/view/it-service-desk-1st-line-support-at-wasserman-4299793809	Administrator	Amsterdam	20251009	2025-10-09 20:28:47.644+02	47
20	Intelix.AI hiring Workday Lead in London Area, United ...	8 hours ago — Human Resources Information System Analyst · HR Systems Specialist (HRIS), London, Birmingham or Amsterdam · Human Resources Information System Specialist · HR ...	https://uk.linkedin.com/jobs/view/workday-lead-at-intelix-ai-4311875302	Administrator	Amsterdam	20251009	2025-10-09 20:28:47.644+02	48
3379	Facilities Project Manager - Mindspace	3 hours ago — Mindspace is a place where employees can thrive and further develop their skill set in an inspiring and nurturing environment: great vibe, employee wellbeing, ...	https://uk.linkedin.com/jobs/view/facilities-project-manager-at-mindspace-4312724318	Designer	Amsterdam	20251009	2025-10-09 20:28:33.043+02	49
3377	DFDS hiring Freight Operations Coordinator in Portsmouth ...	5 hours ago — Free ferry travel for up to 4 guests between Dover and Calais / Newcastle and Amsterdam with no limit on trips ... Trainee Design & Procurement Coordinator.	https://uk.linkedin.com/jobs/view/freight-operations-coordinator-at-dfds-4312702302	Designer	Amsterdam	20251009	2025-10-09 20:28:33.043+02	50
3376	Intelix.AI hiring Workday Lead in London Area, United ...	8 hours ago — Lead the design, configuration, and deployment of Workday solutions to meet business needs. ... HR Systems Specialist (HRIS), London, Birmingham or Amsterdam. HR ...	https://uk.linkedin.com/jobs/view/workday-lead-at-intelix-ai-4311875302	Designer	Amsterdam	20251009	2025-10-09 20:28:33.043+02	51
3375	Next Ventures hiring Senior SailPoint Test Analyst ...	8 hours ago — Job Title: MULTIPLE Senior SailPoint Test Analysts. Location: Brussels OR Amsterdam ... Design, develop, and execute detailed test scenarios and scripts for ...	https://uk.linkedin.com/jobs/view/senior-sailpoint-test-analyst-at-next-ventures-4309944656	Designer	Amsterdam	20251009	2025-10-09 20:28:33.043+02	52
3374	Senior Industrial Designer - Hyderabad, Telangana, India	7 hours ago — We are looking for a highly creative and experienced Senior Industrial Designer to lead end-to-end product design initiatives, from concept to production. This ...	https://in.linkedin.com/jobs/view/senior-industrial-designer-at-speriti-solutions-4311884809?position=39&pageNum=0&refId=7Kft1vvwO1bLpIaF6EOMFw%3D%3D&trackingId=Nl0fxkqr%2Fn5keIwT15t67Q%3D%3D	Designer	Amsterdam	20251009	2025-10-09 20:28:33.043+02	53
3383	OCS hiring Cleaner in Newcastle Upon Tyne, England ...	3 hours ago — Must have Right to Work in the UK. Previous experience in cleaning would be advantageous. You will have strong communication skills. Willingness to work night ...	https://uk.linkedin.com/jobs/view/cleaner-at-ocs-4312730229	Designer	Amsterdam	20251009	2025-10-09 20:28:33.043+02	54
3382	Caterpillar Inc. hiring IT Analyst Applications in Chennai ...	11 hours ago — Data Modeling: Design and build data models using Power BI Desktop, DAX ... Amsterdam Area 16 hours ago. Data Analyst. Data Analyst. Schwing Stetter India.	https://in.linkedin.com/jobs/view/it-analyst-applications-at-caterpillar-inc-4312552242	Designer	Amsterdam	20251009	2025-10-09 20:28:33.043+02	55
3381	Assessio hiring Website Developer in Tallinn, Harjumaa ...	9 hours ago — ✈️ We're an international company and value staying connected. That means a yearly company trip to Stockholm, Oslo, Copenhagen, Berlin, Paris or Amsterdam!	https://ee.linkedin.com/jobs/view/website-developer-at-assessio-4305752999?refId=YVy9ZMu9F8UaIst3dReL6w%3D%3D&trackingId=UBvCmQYBvQAlboCKZb5ruw%3D%3D&position=18&pageNum=0	Designer	Amsterdam	20251009	2025-10-09 20:28:33.043+02	56
3380	ISPT Leasing Executive - Melbourne, Victoria, Australia	11 hours ago — We're based on four continents, operating from offices in Melbourne, Sydney, London, Berlin, Zurich, Amsterdam ... Urban Designer jobs · Strategy Consultant ...	https://au.linkedin.com/jobs/view/ispt-leasing-executive-at-ifm-investors-4309954243	Designer	Amsterdam	20251009	2025-10-09 20:28:33.043+02	57
3378	Wasserman hiring IT Service Desk - 1st Line Support in ...	2 hours ago — Headquartered in Los Angeles, Wasserman's presence spans 28 countries and more than 70 cities, including New York, London, Abu Dhabi, Amsterdam, Hong Kong ...	https://uk.linkedin.com/jobs/view/it-service-desk-1st-line-support-at-wasserman-4299793809	Designer	Amsterdam	20251009	2025-10-09 20:28:33.043+02	58
1558	Finance Specialist - Morgan McKinley	4 hours ago — Liaise with the Financial Systems team (Amsterdam) to test and deploy system changes. Provide backfill support for any backlog on the Finance Helpdesk ...	https://uk.linkedin.com/jobs/view/finance-specialist-at-morgan-mckinley-4312154049	Automation	Amsterdam	20251009	2025-10-09 20:28:18.411+02	59
1555	C++ Developer - Amsterdam / London- Global Prop Fund	6 hours ago — Salary: £150-500k. World-leading prop fund is looking for C++ developers to join their rapidly expanding team in London and Amsterdam.	https://uk.linkedin.com/jobs/view/c%2B%2B-developer-amsterdam-london-global-prop-fund-at-jobs-via-efinancialcareers-4312599038	Automation	Amsterdam	20251009	2025-10-09 20:28:18.411+02	60
1556	Next Ventures hiring Senior SailPoint Test Analyst ...	8 hours ago — Job Title: MULTIPLE Senior SailPoint Test Analysts. Location: Brussels OR Amsterdam ... SAP S/4HANA Automation Test Analyst. Mars. London Area, United Kingdom £ ...	https://uk.linkedin.com/jobs/view/senior-sailpoint-test-analyst-at-next-ventures-4309944656	Automation	Amsterdam	20251009	2025-10-09 20:28:18.411+02	61
1557	Assessio hiring Website Developer in Tallinn, Harjumaa ...	9 hours ago — ✈️ We're an international company and value staying connected. That means a yearly company trip to Stockholm, Oslo, Copenhagen, Berlin, Paris or Amsterdam!	https://ee.linkedin.com/jobs/view/website-developer-at-assessio-4305752999?refId=YVy9ZMu9F8UaIst3dReL6w%3D%3D&trackingId=UBvCmQYBvQAlboCKZb5ruw%3D%3D&position=18&pageNum=0	Automation	Amsterdam	20251009	2025-10-09 20:28:18.411+02	62
1559	Caterpillar Inc. hiring IT Analyst Applications in Chennai ...	11 hours ago — Amsterdam Area 16 hours ago. Data Analyst. Data Analyst. Schwing Stetter ... Automation Engineer jobs. 60,451 open jobs · Associate Software Engineer jobs.	https://in.linkedin.com/jobs/view/it-analyst-applications-at-caterpillar-inc-4312552242	Automation	Amsterdam	20251009	2025-10-09 20:28:18.411+02	63
1996	Caterpillar Inc. hiring IT Analyst Applications in Chennai ...	11 hours ago — Amsterdam Area 16 hours ago. Data Analyst. Data Analyst. Schwing Stetter India ... Cyber Security Specialist jobs · Database Analyst jobs · Network Support ...	https://in.linkedin.com/jobs/view/it-analyst-applications-at-caterpillar-inc-4312552242	Cybersecurity	Amsterdam	20251009	2025-10-09 20:28:03.821+02	64
1997	German-speaking Network Growth Manager, Management ...	8 hours ago — Would you like to be part of an international company where you can connect top-level decision-makers, grow your business acumen, and take your career to the ...	https://fi.linkedin.com/jobs/view/german-speaking-network-growth-manager-management-events-oy-helsinki-or-amsterdam-at-mamgo-talente-%F0%9F%94%97-jobs-4311880539	Cybersecurity	Amsterdam	20251009	2025-10-09 20:28:03.821+02	65
2472	Assessio hiring Website Developer in Tallinn, Harjumaa ...	9 hours ago — ✈️ We're an international company and value staying connected. That means a yearly company trip to Stockholm, Oslo, Copenhagen, Berlin, Paris or Amsterdam!	https://ee.linkedin.com/jobs/view/website-developer-at-assessio-4305752999?refId=YVy9ZMu9F8UaIst3dReL6w%3D%3D&trackingId=UBvCmQYBvQAlboCKZb5ruw%3D%3D&position=18&pageNum=0	Data	Amsterdam	20251009	2025-10-09 20:27:49.338+02	66
2473	Gain.pro hiring Private Equity Intelligence Analyst in ...	8 hours ago — Operating globally with offices in Amsterdam, London, Frankfurt, Warsaw, Bangalore and (soon) New York, Gain.pro is one of Europe's fastest growing businesses, ...	https://in.linkedin.com/jobs/view/private-equity-intelligence-analyst-at-gain-pro-4309984351	Data	Amsterdam	20251009	2025-10-09 20:27:49.338+02	67
2465	Intelix.AI hiring Workday Lead in London Area, United ...	8 hours ago — Workday Consolidation & Integration Lead | HR Technology Strategy (Workday-First). London | Hybrid Role. Up to £130k + £25k Bonus, 15% Pension, ...	https://uk.linkedin.com/jobs/view/workday-lead-at-intelix-ai-4311875302	Data	Amsterdam	20251009	2025-10-09 20:27:49.337+02	68
2471	ISPT Leasing Executive - Melbourne, Victoria, Australia	11 hours ago — IFM Investors is a private markets manager, with a focus on infrastructure and capabilities in unlisted and listed equity, private equity and debt. IFM manages ...	https://au.linkedin.com/jobs/view/ispt-leasing-executive-at-ifm-investors-4309954243	Data	Amsterdam	20251009	2025-10-09 20:27:49.337+02	69
2470	Senior Industrial Designer - Hyderabad, Telangana, India	7 hours ago — Speriti Solutions is an Information Technology Company with headquarters in Texas and offices in Toronto, Amsterdam, and Hyderabad. ... Data Manager jobs ...	https://in.linkedin.com/jobs/view/senior-industrial-designer-at-speriti-solutions-4311884809?position=39&pageNum=0&refId=7Kft1vvwO1bLpIaF6EOMFw%3D%3D&trackingId=Nl0fxkqr%2Fn5keIwT15t67Q%3D%3D	Data	Amsterdam	20251009	2025-10-09 20:27:49.337+02	70
2469	PepsiCo zoekt een Frontline Recruiter in Zaandam	7 hours ago — Be a Talent Partner - Collaborate closely with hiring managers, HR business partners, and operational leaders to understand business needs and develop tailored ...	https://nl.linkedin.com/jobs/view/frontline-recruiter-at-pepsico-4240063125	Data	Amsterdam	20251009	2025-10-09 20:27:49.337+02	71
2468	Caterpillar Inc. hiring IT Analyst Applications in Chennai ...	11 hours ago — Data Integration: Connect and validate data from diverse sources such as SQL ... Amsterdam Area 16 hours ago. Data Analyst. Data Analyst. Schwing Stetter ...	https://in.linkedin.com/jobs/view/it-analyst-applications-at-caterpillar-inc-4312552242	Data	Amsterdam	20251009	2025-10-09 20:27:49.337+02	72
2467	Wasserman hiring IT Service Desk - 1st Line Support in ...	2 hours ago — Supporting over 3000 people globally across a number of agencies and sites, you will be one of the first points of contact for 1st and 2nd line issues, ...	https://uk.linkedin.com/jobs/view/it-service-desk-1st-line-support-at-wasserman-4299793809	Data	Amsterdam	20251009	2025-10-09 20:27:49.337+02	73
2466	Next Ventures hiring Senior SailPoint Test Analyst ...	8 hours ago — Job Title: MULTIPLE Senior SailPoint Test Analysts. Location: Brussels OR Amsterdam ... Manage test environments and test data, ensuring reliability and ...	https://uk.linkedin.com/jobs/view/senior-sailpoint-test-analyst-at-next-ventures-4309944656	Data	Amsterdam	20251009	2025-10-09 20:27:49.337+02	74
